WELFARECODE,MEDICINENAME,件数
6290001F1050,アンコチル錠５００ｍｇ（院外専用）,19
2649719S1185,カトレップパップ７０mg(5枚/袋)(院外専用),134
2492415G1031,☆ノボラピッド注フレックスペン(300単位/3mL)(院外専用)【AD】,504
2190022F1024,リズミック錠１０ｍｇ,523
3214001F1020,◇ｱｽﾊﾟﾗ-CA錠200,111
2189011F1181,◇ｼﾝﾊﾞｽﾀﾁﾝ錠5mg,11
1319703Q2108,◇ｱｽﾞﾚﾝ点眼液0.02%,10
3999013F1096,◇ｴﾊﾟﾙﾚｽﾀｯﾄ錠50mg,16
1169016F1020,ノウリアスト錠２０ｍｇ,1491
1169008F2022,ペルマックス錠２５０μｇ,11
1169100F1087,マドパー配合錠,3050
1169013G1022,レキップＣＲ錠2mg,602
1169013G2029,レキップＣＲ錠8mg(院外専用),136
1169701S5025,ハルロピテープ４０ｍｇ（院外専用）,139
5200090D1030,ﾂﾑﾗ大黄甘草湯(2.5g/包)TJ-84(院外),79
1169013G2029,◇ﾚｷｯﾌﾟCR錠8mg,20
2139009F1026,ルプラック錠４ｍｇ（院外専用）【AD】,300
1169100F1087,マドパー配合錠(L100/B25),337
1169100F1087,マドパー配合錠L100,201
1319817Q1020,ザラカム配合点眼液２．５ｍｌ(院外)【AD】,634
3112001M3316,◇ｱﾙﾌｧｶﾙｼﾄﾞｰﾙｶﾌﾟｾﾙ1μg,28
3961008F1241,◇ｸﾞﾘﾒﾋﾟﾘﾄﾞ錠1mg,4
3969104F2025,◇ｴｸﾒｯﾄ配合錠HD,45
3969104F2025,エクメット配合錠ＨＤ(V50/M500),686
2189402G3027,プラルエント皮下注ペン(75mg/1mL),12
2189401G3022,レパーサ皮下注ｵｰﾄﾐﾆﾄﾞｰｻﾞｰ(420mg/3.5mL),26
2189016F6020,◇ﾘﾊﾞﾛOD錠4mg,14
3399002F3020,プレタールＯＤ錠５０ｍｇ（院外専用）,94
2189102F1024,ロスーゼット配合錠ＬＤ(院外専用)(EZ10/RO2.5),62
2189103F1029,リバゼブ配合錠LD(院外専用)(PS2/EZ10),45
2359102X1072,◇ｱﾛｰｾﾞﾝ顆粒,26
3999426G5020,ヒュミラ皮下注ペン(40mg/0.4mL),539
1319819Q2026,コソプトミニ配合点眼液0.4mL(院外),11
4490027F2037,◇ﾛﾗﾀｼﾞﾝOD錠10mg,17
3222013F1173,◇ｸｴﾝ酸第一鉄Na錠50mg,37
2189017F1162,◇ﾛｽﾊﾞｽﾀﾁﾝ錠2.5mg,14
1147002N1204,◇ｼﾞｸﾛﾌｪﾅｸNa徐放ｶﾌﾟｾﾙ37.5mg,4
2329021F1072,◇ﾚﾊﾞﾐﾋﾟﾄﾞ錠100mg,28
3136004F2251,◇ﾒｺﾊﾞﾗﾐﾝ錠500μg,42
3399003F1120,◇ﾘﾏﾌﾟﾛｽﾄｱﾙﾌｧﾃﾞｸｽ錠5μg,16
1147002N1174,ボルタレンＳＲカプセル３７．５ｍｇ,928
3999016M1021,☆リウマトレックスカプセル２ｍｇ,1562
3135001F1025,フォリアミン錠５ｍｇ,6459
3999016M1021,リウマトレックスカプセル２ｍｇ,2824
3949004F1028,ウリアデック錠２０ｍｇ（院外専用）,142
2649729S1154,モーラスパップ３０ｍｇ(7枚/袋)(院外専用),166
2129007F2027,☆シベノール錠１００ｍｇ（院外専用）,62
3949004F1028,◇ｳﾘｱﾃﾞｯｸ錠20mg,25
2129007F2027,◇ｼﾍﾞﾉｰﾙ錠100mg,12
2129007F1020,☆シベノール錠５０ｍｇ,188
2123016F1107,◇ﾒｲﾝﾃｰﾄ錠2.5mg,126
2129007F1020,◇ｼﾍﾞﾉｰﾙ錠50mg,9
1172010F1037,☆ノバミン錠５ｍｇ,759
3949005F2029,ユリス錠１ｍｇ,436
2171701R4038,ミオコールスプレー０．３ｍｇ,126
2647709M1102,◇ﾘﾝﾃﾞﾛﾝ-VG軟膏0.12%,65
3259120S1021,イノラス配合経腸用液(ﾖｰｸﾞﾙﾄ)(187.5mL/ﾊﾟｳﾁ),120
2329026D1058,◇ｴｶﾍﾞﾄNa顆粒66.7%,7
4291027F2025,☆インライタ錠5mg,264
4291027F1029,☆インライタ錠1mg,329
2329026D1031,ガストローム顆粒66.7%(1g/1.5g/包),518
2329020F2023,◇ｶﾞｽﾛﾝN錠4mg,7
2325003F4031,◇ｶﾞｽﾀｰD錠20mg,121
4291064F2026,☆カボメティクス錠６０ｍｇ,214
4291064F1020,☆カボメティクス錠２０ｍｇ,570
2190006M1156,ユベラＮカプセル１００ｍｇ（院外専用）,1230
2189017F1022,◇ｸﾚｽﾄｰﾙ錠2.5mg,295
2452002F1030,◇ｺｰﾄﾘﾙ錠10mg,79
2183006F4046,◇ﾌｪﾉﾌｨﾌﾞﾗｰﾄ錠80mg,94
2189019M1047,◇ｵﾒｶﾞ-3脂肪酸ｴﾁﾙ粒状ｶﾌﾟｾﾙ2g,35
1141007F3031,◇ｱｾﾄｱﾐﾉﾌｪﾝ錠500mg,33
2189010F2329,◇ﾌﾟﾗﾊﾞｽﾀﾁﾝNa塩錠10mg,56
3961007F2049,◇ｸﾞﾘｸﾗｼﾞﾄﾞ錠20mg,49
3969015F1029,◇ﾃﾈﾘｱ錠20mg,120
2189010F2060,◇ﾌﾟﾗﾊﾞｽﾀﾁﾝNa錠10,7
2189010F2353,◇ﾌﾟﾗﾊﾞｽﾀﾁﾝNa錠10mg,17
4413002F2054,ピレチア錠２５ｍｇ,308
1162001F1066,アキネトン錠１ｍｇ,821
1179038F3131,☆リスペリドン錠３ｍｇ「ＭＥＥＫ」,5
1179038S1021,☆リスパダール内用液(3㎎/包)(院外専用),4
1179038F1023,☆リスパダール錠１ｍｇ（院外専用）,83
1179038F3026,☆リスパダール錠３ｍｇ（院外専用）,11
1179038F3026,☆リスパダール錠３ｍｇ,55
1179038S1021,リスパダール内用液(3㎎/包)(院外専用),13
1179038S1021,リスパダール内用液(2mg/包)(院外専用),17
1179045F3026,エビリファイ錠１２ｍｇ,249
1179045F1023,エビリファイ錠３ｍｇ,1055
1179044F5032,オランザピンＯＤ錠１０ｍｇ「ＤＳＥＰ」,242
1179044F4036,オランザピンＯＤ錠５ｍｇ「ＤＳＥＰ」,1697
2189401G2026,レパーサ皮下注ペン（１４０ｍｇ／１ｍＬ）,155
2290802G4022,ﾌﾙﾃｨﾌｫｰﾑ125ｴｱｿﾞｰﾙ120吸入用(院外)【AD】,115
1319757Q1027,ルミガン点眼液０.０３％・２.５ｍＬ,1264
2189015F1112,◇ｱﾄﾙﾊﾞｽﾀﾁﾝ錠5mg,15
1319701Q4020,ミケランＬＡ点眼液2%･2.5ml(院外)【AD】,433
2339004C1036,ミルラクト細粒５０％（０．５ｇ/１ｇ/包）,59
6219001F1071,サラゾピリン錠５００ｍｇ,120
2649731S1143,セルタッチパップ７０(６枚／袋)(院外専用),89
3943001F1314,◇ｻﾞｲﾛﾘｯｸ錠100,99
2149043F2026,◇ｶﾙﾌﾞﾛｯｸ錠16mg,55
2149044F6115,◇ｵﾙﾒｻﾙﾀﾝOD錠20mg,6
2699804M1023,◇ﾏｰﾃﾞｭｵｯｸｽ軟膏,8
5200141C1063,◇ｸﾗｼｴ六君子湯ｴｷｽ細粒,12
2325003F1245,◇ﾌｧﾓﾁｼﾞﾝ錠10mg,21
2149121F2028,◇ｻﾞｸﾗｽ配合錠HD,28
1319710Q2108,◇ｼｱﾉｺﾊﾞﾗﾐﾝ点眼液0.02%,80
5200129D1076,◇ﾂﾑﾗ防已黄耆湯ｴｷｽ顆粒ｲ),29
5200075D1086,ﾂﾑﾗ小青竜湯(3.0g/包)TJ-19(院外専用),31
1312701Q2086,サンピロ点眼液１％・５ｍｌ（院外専用）,82
1319821Q1027,アゾルガ配合懸濁性点眼液５ｍＬ,33
2149113F2023,◇ﾐｺﾝﾋﾞ配合錠BP,19
2149027F3023,◇ｶﾙｽﾛｯﾄ錠20,4
6250700M1189,アラセナ－Ａ軟膏３％・５ｇ,221
1319720Y2039,◇ﾋｱﾙﾛﾝ酸Na点眼液0.3%,30
2171022F3021,◇ｱﾑﾛｼﾞﾝOD錠2.5mg,81
2229001F1053,アストミン錠１０ｍｇ(院外専用),37
2149041F4186,◇ﾊﾞﾙｻﾙﾀﾝ錠160mg,2
2171022F5288,◇ｱﾑﾛｼﾞﾋﾟﾝ錠10mg,2
2144008F2028,タナトリル錠５ｍｇ,1010
3399002F4027,☆プレタールＯＤ錠１００ｍｇ（院外専用）,132
3969018F1022,☆スーグラ錠２５ｍｇ（院外専用）,36
3969018F1022,◇ｽｰｸﾞﾗ錠25mg,9
3969009F4030,◇ﾐｸﾞﾘﾄｰﾙOD錠50mg,40
2144008F2060,◇ｲﾐﾀﾞﾌﾟﾘﾙ塩酸塩錠5mg,40
3399002F4035,◇ｼﾛｽﾀｿﾞｰﾙOD錠100mg,68
1312701Q1063,◇ｻﾝﾋﾟﾛ点眼液0.5%,6
1319720Q3108,◇ﾃｨｱﾊﾞﾗﾝｽ点眼液0.1%,54
2655710N1048,◇ﾗﾉｺﾅｿﾞｰﾙｸﾘｰﾑ1%,1
3969018F2029,☆スーグラ錠５０ｍｇ,376
3399002F3039,シロスタゾールＯＤ錠５０ｍｇ「サワイ」,1164
3231001X1094,ブドウ糖末,619
1141007F2043,◇ｱｾﾄｱﾐﾉﾌｪﾝ錠300mg,30
3399002F3039,◇ｼﾛｽﾀｿﾞｰﾙOD錠50mg,23
3327002F1142,◇ﾄﾗﾝｻﾐﾝ錠250mg,58
3999049F1027,ダーブロック錠１ｍｇ（院外専用）【AD】,20
3399008F2129,◇ｸﾛﾋﾟﾄﾞｸﾞﾚﾙ錠75mg,7
3231001X1094,◇ﾌﾞﾄﾞｳ糖,2
1319812M1026,◇眼･耳科用ﾘﾝﾃﾞﾛﾝA軟膏,6
3999049F1027,◇ﾀﾞｰﾌﾞﾛｯｸ錠1mg,2
2129011F1035,☆ベプリコール錠５０ｍｇ,392
2171022F3048,ノルバスクＯＤ錠２．５ｍｇ（院外専用）,301
2129004M1026,【限】アスペノンカプセル１０ｍｇ,123
3941001F1077,コルヒチン錠０．５ｍｇ,1823
2132003F3055,◇ﾄﾘｸﾛﾙﾒﾁｱｼﾞﾄﾞ錠1mg,39
2171022F3161,◇ｱﾑﾛｼﾞﾋﾟﾝOD錠2.5mg,8
3949003F3026,◇ﾌｪﾌﾞﾘｸ錠40mg,100
2132003F3020,◇ﾄﾘｸﾛﾙﾒﾁｱｼﾞﾄﾞ錠1mg,87
2171022F3331,◇ｱﾑﾛｼﾞﾋﾟﾝOD錠2.5mg,4
2171022F3056,◇ｱﾑﾛｼﾞﾋﾟﾝOD錠2.5mg,15
7131400A2129,注射用水２０ｍｌ,1226
2699712Q1021,ベピオゲル２．５％・１５ｇ,314
2171022F1193,◇ｱﾑﾛｼﾞﾋﾟﾝ錠2.5mg,5
1141007F1080,◇ｱｾﾄｱﾐﾉﾌｪﾝ錠200mg,21
3339950N1035,◇ﾋﾙﾄﾞｲﾄﾞｸﾘｰﾑ0.3%,68
7121703X1330,◇ﾌﾟﾛﾍﾟﾄ,92
1141007C2020,カロナール細粒（成分量で入力のこと）,3341
1141007F3031,アセトアミノフェン錠500mg｢ﾏﾙｲｼ｣（院外）,97
1141007F3023,◇ｶﾛﾅｰﾙ錠500,219
2649729S3084,◇ﾓｰﾗｽﾃｰﾌﾟL40mg,76
2655709Q1025,◇ﾆｿﾞﾗｰﾙﾛｰｼｮﾝ2%,15
6290702Q1029,◇ｸﾚﾅﾌｨﾝ爪外用液10%,54
2647705M1023,◇ﾃﾗ･ｺｰﾄﾘﾙ軟膏,10
2649734Q2022,◇ﾎﾞﾙﾀﾚﾝﾛｰｼｮﾝ1%,9
1190017F1029,リリカＯＤ錠２５ｍｇ（院外専用）,218
2123016F3037,◇ﾒｲﾝﾃｰﾄ錠0.625mg,65
2171014G3022,◇ｱﾀﾞﾗｰﾄCR錠10mg,28
3112006F1023,◇ｴﾃﾞｨﾛｰﾙ錠0.5μg,8
4291010F1031,◇ｱﾘﾐﾃﾞｯｸｽ錠1mg,24
2171008F1070,◇ﾜｿﾗﾝ錠40mg,58
1141007F2051,アセトアミノフェン錠300mg｢ﾏﾙｲｼ｣（院外）,40
2129010F1022,☆（毒）アンカロン錠１００ｍｇ(院外専用),81
2149010F2072,☆ロプレソール錠４０ｍｇ(院外専用)【AD】,8
2149040F3037,カンデサルタン錠８ｍｇ｢あすか｣(院外専用),966
2119003F2332,ノイキノン錠１０ｍｇ（院外専用）,118
2129010F1022,◇ｱﾝｶﾛﾝ錠100,22
2149010F2072,◇ﾛﾌﾟﾚｿｰﾙ錠40mg,3
2119003F2332,◇ﾉｲｷﾉﾝ錠10mg,21
2149040F2286,◇ｶﾝﾃﾞｻﾙﾀﾝ錠4mg,1
3339001M1024,☆プラザキサカプセル７５ｍｇ,109
3339001M2020,☆プラザキサカプセル１１０ｍｇ,180
2129010F1022,（毒）アンカロン錠１００ｍｇ(院外専用),147
2139005F3039,◇ﾗｼｯｸｽ錠10mg,22
2699714M2025,コレクチム軟膏０．２５％・５ｇ(院外専用),13
4291009F2027,☆カソデックスＯＤ錠８０ｍｇ（院外専用）,134
4291005F1057,☆オダイン錠１２５ｍｇ（院外専用）,108
3259120S1021,イノラス配合経腸用液(ｺｰﾋｰ)(187.5mL/ﾊﾟｳﾁ)院外,62
2149043F2115,◇ｱｾﾞﾙﾆｼﾞﾋﾟﾝ錠16mg,58
4490033F1028,◇ﾋﾞﾗﾉｱ錠20mg,157
2290804G2029,◇ﾃﾘﾙｼﾞｰ100ｴﾘﾌﾟﾀ30吸入用,40
1315706Q2072,◇ｻﾝﾍﾞﾀｿﾞﾝ眼耳鼻科用液0.1%,43
2144001F1020,カプトリル錠１２．５ｍｇ,220
2189101F2026,◇ｱﾄｰｾﾞｯﾄ配合錠HD,44
3399102F1026,◇ﾀｹﾙﾀﾞ配合錠,107
2149040F3240,◇ｶﾝﾃﾞｻﾙﾀﾝ錠8mg,10
2129006F2057,◇ﾌﾟﾛﾊﾟﾌｪﾉﾝ塩酸塩錠100mg,1
3961008F4070,☆アマリールＯＤ錠１ｍｇ（院外専用）,103
3969007F1024,☆アクトス錠１５ｍｇ（糖尿病用薬）,401
3133001B1193,パントシン散（２００ｍｇ／包）,408
3969007F1024,アクトス錠１５ｍｇ（糖尿病用薬）,686
3961008F1144,◇ｸﾞﾘﾒﾋﾟﾘﾄﾞ錠1mg,10
1319746Q1029,◇ﾘﾎﾞｽﾁﾝ点眼液0.025%,27
2183005G1234,ベザトールＳＲ錠２００ｍｇ,3160
4291010F1201,◇ｱﾅｽﾄﾛｿﾞｰﾙ錠1mg,8
2149041F1020,◇ﾃﾞｨｵﾊﾞﾝ錠20mg,7
1319817Q1020,◇ｻﾞﾗｶﾑ配合点眼液,49
2189017F3068,◇ﾛｽﾊﾞｽﾀﾁﾝOD錠2.5mg,13
4291010F1090,◇ｱﾅｽﾄﾛｿﾞｰﾙ錠1mg,92
2149041F1071,◇ﾊﾞﾙｻﾙﾀﾝ錠20mg,1
1319754Q1031,◇ﾄﾗﾎﾞﾌﾟﾛｽﾄ点眼液0.004%,17
1319761Q1031,◇ﾌﾞﾘﾓﾆｼﾞﾝ酒石酸塩点眼液0.1%,54
1319819Q1038,◇ﾄﾞﾙﾓﾛｰﾙ配合点眼液,54
2189016F2032,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝCa錠2mg,11
1171001F2177,☆コントミン糖衣錠２５ｍｇ,79
3969022F1029,カナグル錠１００ｍｇ,504
3969015F4028,テネリアＯＤ錠４０ｍｇ(糖尿病用薬)(院外),196
3969015F4028,◇ﾃﾈﾘｱOD錠40mg,19
3969022F1029,◇ｶﾅｸﾞﾙ錠100mg,41
2329023F2086,◇ﾗﾝｿﾌﾟﾗｿﾞｰﾙOD錠30mg,97
1319758Q2028,◇ｼﾞｸｱｽLX点眼液3%,59
1179039F1036,◇ﾙﾎﾞｯｸｽ錠25,6
2590001F1024,◇ｳﾛｶﾙﾝ錠225mg,15
1179039F1028,◇ﾃﾞﾌﾟﾛﾒｰﾙ錠25,7
2149044F5020,◇ｵﾙﾒﾃｯｸOD錠10mg,30
1319739Q1258,◇ﾗﾀﾉﾌﾟﾛｽﾄPF点眼液0.005%,43
2144002F2020,レニベース錠５ｍｇ（院外専用）,629
2399010B1034,ガスモチン散（成分量で入力のこと),1830
6131001C1210,サワシリン細粒（成分量で入力のこと）,171
6290002M2069,フルコナゾールカプセル１００ｍｇ｢F｣,1557
1179051F1029,リフレックス錠１５ｍｇ,2186
5200013C1080,ｸﾗｼｴ葛根湯(3.75g/包)KB-1(院外専用),71
3112001F2051,◇ﾜﾝｱﾙﾌｧ錠0.5μg,138
3211001X1237,◇乳酸ｶﾙｼｳﾑ水和物,14
5200013D1123,ﾂﾑﾗ葛根湯(2.5g/包)TJ-1,1032
2649735S1028,◇ﾛｷｿﾆﾝﾊﾟｯﾌﾟ100mg,14
5900003F1021,ｺﾀﾛｰヨクイニンエキス錠T-72(院外専用),183
4490700S1029,アレサガテープ４ｍｇ（院外専用）,5
3211001X1059,◇乳酸ｶﾙｼｳﾑ,13
1319720Y2020,ヒアレイン点眼液０．３％・５ｍｌ（院外）,536
1319748Q1036,エイゾプト懸濁性点眼液１％・５ｍｌ(院外),220
1319761Q1023,◇ｱｲﾌｧｶﾞﾝ点眼液0.1%,126
1319819Q1020,◇ｺｿﾌﾟﾄ配合点眼液,50
1169001F1024,アーテン錠２ｍｇ,887
2149032F4047,◇ｶﾙﾍﾞｼﾞﾛｰﾙ錠2.5mg,50
2171014G3103,◇ﾆﾌｪｼﾞﾋﾟﾝCR錠10mg,7
2189010F1241,◇ﾌﾟﾗﾊﾞｽﾀﾁﾝNa錠5mg,35
1169010F2020,エフピーＯＤ錠２．５ｍｇ【AD】,434
2312001X1260,タンニン酸アルブミン末（成分量で入力）,400
1161001F1158,◇ｱﾏﾝﾀｼﾞﾝ塩酸塩錠50mg,7
3969004F3058,◇ﾎﾞｸﾞﾘﾎﾞｰｽOD錠0.2mg,7
1169700S5020,◇ﾆｭｰﾌﾟﾛﾊﾟｯﾁ18mg,50
2259707S3066,◇ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ2mg,16
1161001F1050,シンメトレル錠５０ｍｇ,1930
6113001B1135,(水剤用)バンコマイシン塩酸塩散0.5g｢明治｣,184
7142001X1040,単シロップ,1590
2144002F1024,レニベース錠２．５ｍｇ（院外専用）,803
3961008F3023,☆アマリール錠０．５ｍｇ（院外専用）,298
3969004F4020,☆ベイスンＯＤ錠０．３ｍｇ（院外専用）,70
3969004F2264,◇ﾎﾞｸﾞﾘﾎﾞｰｽ錠0.3mg,1
2144002F1210,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠2.5mg,154
3969004F4089,◇ﾎﾞｸﾞﾘﾎﾞｰｽOD錠0.3mg,44
3969102F2026,☆グルベス配合ＯＤ錠（院外専用）(M10/V0.2),73
3969015F4028,☆テネリアＯＤ錠４０ｍｇ(糖尿病用薬)(院外),26
3969102F2026,グルベス配合ＯＤ錠（院外専用）(M10/V0.2),47
2144002F1261,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠2.5mg,13
2171022F4087,◇ｱﾑﾛｼﾞﾋﾟﾝOD錠5mg,33
3969102F2026,◇ｸﾞﾙﾍﾞｽ配合OD錠,24
3969026F1027,ツイミーグ錠５００ｍｇ,608
2139011F2020,サムスカ錠7.5mg【AD】,356
2133001F1638,◇ｽﾋﾟﾛﾉﾗｸﾄﾝ錠25mg,8
2189017F1081,◇ﾛｽﾊﾞｽﾀﾁﾝ錠2.5mg,13
1124009F1312,◇ﾌﾞﾛﾁｿﾞﾗﾑ錠0.25mg,4
2144002F1326,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠2.5mg,7
1319720Q3167,◇ﾋｱﾙﾛﾝ酸ﾅﾄﾘｳﾑ点眼液0.1%,4
2190042F1021,ベリキューボ錠２．５ｍｇ,378
2129010F1065,◇ｱﾐｵﾀﾞﾛﾝ塩酸塩速崩錠100mg,42
2647709Q1040,リンデロンＶＧローション10ml(院外専用),217
2344005F1061,重曹錠５００ｍｇ,409
3332001D1023,☆ワーファリン顆粒（成分量で入力）,1179
2190024F1023,カルタン錠５００ｍｇ（院外専用）,219
2190024F1023,◇ｶﾙﾀﾝ錠500,36
1319724Q1103,◇ﾌﾟﾗﾉﾌﾟﾛﾌｪﾝ点眼液0.1%,30
2139011F4022,サムスカＯＤ錠１５ｍｇ(院外専用)【AD】,335
2399706M1125,デキサルチン口腔用軟膏５ｇ,71
3949101F1073,ウラリット配合錠（院外専用）,320
2646708Q1030,トプシムローション0.05%・10g（院外専用）,152
6149002F1029,ルリッド錠１５０ｍｇ（院外専用）,116
1329711Q1021,アラミスト点鼻液27.5μg56噴霧用,613
3321002F1092,アドナ錠１０ｍｇ,301
2646720M1080,リドメックスコーワ軟膏0.3％・10ｇ(院外),154
2183007G1020,パルモディアＸＲ錠０．２ｍｇ（院外専用）,85
2183007G1020,パルモディアＸＲ錠０．２ｍｇ,82
2149040F4033,カンデサルタン錠12mg｢あすか｣（院外専用）,271
3999023F1022,レグパラ錠２５ｍｇ,26
3999023F1022,レグパラ錠２５ｍｇ（院外専用）,87
2649729S2169,◇ﾓｰﾗｽﾃｰﾌﾟ20mg,18
2149040F4033,◇ｶﾝﾃﾞｻﾙﾀﾝ錠12mg,37
3999023F1022,◇ﾚｸﾞﾊﾟﾗ錠25mg,21
2634710M1077,◇ｹﾞﾝﾀｼﾝ軟膏0.1%,50
6164001M1216,リファジンカプセル１５０ｍｇ,480
3999044F1024,オルケディア錠１ｍｇ,766
4291045F2023,☆タグリッソ錠８０ｍｇ,777
2646711S2051,ドレニゾンﾃｰﾌﾟ4μg/cm2(7.5cm×10cm)院外,291
2646722M1100,キンダベート軟膏0.05%･１０ｇ(院外専用),80
2699715M2020,モイゼルト軟膏１％・１０ｇ（院外専用）,157
2646729S2035,エクラープラスター２０μg/cm2,706
2655709Q1025,ニゾラールローション２％・１０ｇ(院外),126
2431004B1038,◇ﾁﾗｰﾁﾞﾝS散0.01%,17
4291045F2023,◇ﾀｸﾞﾘｯｿ錠80mg,7
4490023F1130,◇ﾌｪｷｿﾌｪﾅｼﾞﾝ塩酸塩錠60mg,12
1149037F1224,セレコキシブ錠１００ｍｇ「ファイザー」,487
3999023F3025,【限】レグパラ錠１２．５ｍｇ,16
3311401A7028,生理食塩液（洗浄用）５００ｍｌ,1120
2149118F2026,アイミクス配合錠ＨＤ（院外専用）(I100/AM10),274
3112001M3065,アルファロールカプセル１μｇ（院外専用）,1379
3112001M3065,◇ｱﾙﾌｧﾛｰﾙｶﾌﾟｾﾙ1μg,81
1149116D1033,◇SG配合顆粒,4
1139010F1024,☆イーケプラ錠２５０ｍｇ,1879
2129010F3025,◇ｱﾐｵﾀﾞﾛﾝ塩酸塩速崩錠50mg,42
2149045F1037,◇ｴﾌﾟﾚﾚﾉﾝ錠25mg,13
2149048F1030,◇ｱｼﾞﾙｻﾙﾀﾝ錠20mg,26
2189015F1228,◇ｱﾄﾙﾊﾞｽﾀﾁﾝ錠5mg,3
1139010F1105,◇ﾚﾍﾞﾁﾗｾﾀﾑ錠250mg,5
6241013C2024,クラビット細粒（成分量で入力）(院外専用),27
2123016F2200,◇ﾋﾞｿﾌﾟﾛﾛｰﾙﾌﾏﾙ酸塩錠5mg,120
2260700F1021,◇ｱｽﾞﾉｰﾙうがい液4%,102
2260702F1071,ＡＺ含嗽用配合顆粒「ニプロ」（２ｇ／包）,1700
2391002F1025,カイトリル錠１ｍｇ,1554
8114005S1024,(麻)オプソ内服液（５ｍｇ／２．５ｍｌ）【AD】,212
8219701S2021,(麻)フェントステープ２ｍｇ【AD】,393
8219701S1025,(麻)フェントステープ１ｍｇ【AD】,575
2649732S1164,◇ｾﾞﾎﾟﾗｽﾊﾟｯﾌﾟ40mg,4
1214700Q1033,キシロカイン液４％２０ｍｌ,799
3259119S1029,◇ｴﾈｰﾎﾞ配合経腸用液,12
3321002F2455,◇ｶﾙﾊﾞｿﾞｸﾛﾑｽﾙﾎﾝ酸Na錠30mg,1
3327002F1169,◇ﾄﾗﾈｷｻﾑ酸錠250mg,73
1190012F4165,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠5mg,25
2149032F4144,◇ｶﾙﾍﾞｼﾞﾛｰﾙ錠2.5mg,8
2189015F3026,◇ｱﾄﾙﾊﾞｽﾀﾁﾝOD錠5mg,20
2590009F5085,◇ﾅﾌﾄﾋﾟｼﾞﾙOD錠75mg,6
3949003F3131,◇ﾌｪﾌﾞｷｿｽﾀｯﾄ錠40mg,3
3999002F4020,◇ﾌﾞﾚﾃﾞｨﾆﾝOD錠50,6
3999014N1028,◇ｸﾞﾗｾﾌﾟﾀｰｶﾌﾟｾﾙ0.5mg,19
3999014N2024,◇ｸﾞﾗｾﾌﾟﾀｰｶﾌﾟｾﾙ1mg,43
2139005F2431,◇ﾌﾛｾﾐﾄﾞ錠40mg,19
3999002F2027,ブレディニン錠５０ｍｇ,336
3999014N1028,グラセプターカプセル０．５ｍｇ,691
2329012C1271,テプレノン細粒10％｢ﾄｰﾜ｣（５０ｍｇ／包）,435
2129003M1021,☆メキシチールカプセル５０ｍｇ(院外専用),111
2129003M1021,メキシチールカプセル５０ｍｇ(院外専用),42
2139011F3034,◇ﾄﾙﾊﾞﾌﾟﾀﾝOD錠7.5mg,75
2190042F1021,◇ﾍﾞﾘｷｭｰﾎﾞ錠2.5mg,15
2190041F2023,◇ｴﾝﾚｽﾄ錠100mg,116
1315706Q2129,ﾍﾞﾀﾒﾀｿﾞﾝﾘﾝ酸ｴｽﾃﾙNa･PF液0.1%･5mL(点耳・鼻用),92
1179048F2023,ロナセン錠４ｍｇ,338
1169101F1120,◇ﾈｵﾄﾞﾊﾟｽﾄﾝ配合錠L100,106
2149019N2175,ペルジピンＬＡカプセル４０ｍｇ（院外）,2
1179025F1026,(向)デパス錠０．５ｍｇ（院外専用）,577
2171022F2211,◇ｱﾑﾛｼﾞﾋﾟﾝ錠5mg,20
2189017F4064,◇ﾛｽﾊﾞｽﾀﾁﾝOD錠5mg,5
2149040F2103,◇ｶﾝﾃﾞｻﾙﾀﾝ錠4mg,7
2559806M1030,◇ﾍﾓﾚｯｸｽ軟膏,14
4291034F1029,☆ジャカビ錠５ｍｇ,431
1242002F1330,ブスコパン錠１０ｍｇ,626
2189016F5023,◇ﾘﾊﾞﾛOD錠2mg,45
3135001F1025,◇ﾌｫﾘｱﾐﾝ錠,68
4291034F1029,◇ｼﾞｬｶﾋﾞ錠5mg,3
2316004F1020,◇ﾋﾞｵﾌｪﾙﾐﾝR錠,24
2123016F3070,◇ﾋﾞｿﾌﾟﾛﾛｰﾙﾌﾏﾙ酸塩錠0.625mg,68
4490026F2059,◇ｼﾝｸﾞﾚｱ錠10mg,71
2590016F1020,◇ｻﾞﾙﾃｨｱ錠2.5mg,5
2619702Q1159,滅菌マスキン水０．５％・５００ｍｌ,504
2699710R2024,フィブラストスプレー５００μｇ（院外）,78
1149038F2020,トラマールＯＤ錠５０ｍｇ（院外専用）,127
1149038F2020,◇ﾄﾗﾏｰﾙOD錠50mg,26
1339100F1038,◇ﾄﾗﾍﾞﾙﾐﾝ配合錠,16
2149116F2051,◇ｶﾑｼｱ配合錠HD,12
2189015F1198,◇ｱﾄﾙﾊﾞｽﾀﾁﾝ錠5mg,4
2329023F1144,◇ﾗﾝｿﾌﾟﾗｿﾞｰﾙOD錠15mg,7
